gene	pDN	pGOF	pLOF	pDN_missing	pGOF_missing	pLOF_missing	pfam_family	is_singleton_family_badonyi	pDN_familyresid	pGOF_familyresid	pLOF_familyresid	pDN_familyresid_missing	pGOF_familyresid_missing	pLOF_familyresid_missing
FBN1	0.289477	0.370245	0.743112	0.0	0.0	0.0	PF12662	0	-0.20842499999999997	-0.15903142857142855	0.20221028571428568	0.0	0.0	0.0
FBN2	0.442618	0.505452	0.611403	0.0	0.0	0.0	PF12662	0	-0.055283999999999944	-0.023824428571428524	0.07050128571428571	0.0	0.0	0.0
FBP1	0.757947	0.722018	0.258927	0.0	0.0	0.0	PF00316	1	0.0	0.0	0.0	1.0	1.0	1.0
FBXL3	0.309245	0.430981	0.678796	0.0	0.0	0.0	PF12937	1	0.0	0.0	0.0	1.0	1.0	1.0
FBXL4	0.540332	0.533234	0.314747	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
FBXO11	0.245913	0.385515	0.828691	0.0	0.0	0.0	PF13229	0	-0.21019950000000004	-0.06468349999999995	0.23134350000000004	0.0	0.0	0.0
FDX2	0.622559	0.677977	0.36671	0.0	0.0	0.0	PF00111	1	0.0	0.0	0.0	1.0	1.0	1.0
FDXR	0.68927	0.548418	0.314302	0.0	0.0	0.0	PF13450	1	0.0	0.0	0.0	1.0	1.0	1.0
FECH	0.593486	0.422696	0.360045	0.0	0.0	0.0	PF00762	1	0.0	0.0	0.0	1.0	1.0	1.0
FERMT1	0.669007	0.608594	0.323627	0.0	0.0	0.0	PF00373	0	-0.03134899999999996	-0.02473599999999998	0.02769149999999998	0.0	0.0	0.0
FEZF1	0.49623	0.386829	0.783877	0.0	0.0	0.0	PF00096	0	0.11012586666666663	0.11782466666666669	-0.02175113333333345	0.0	0.0	0.0
FGB	0.462735	0.546033	0.408909	0.0	0.0	0.0	PF08702	0	-0.09521100000000005	-0.0547185	0.08934400000000003	0.0	0.0	0.0
FGD1	0.263512	0.523962	0.759483	0.0	0.0	0.0	PF01363	0	-0.22339966666666666	0.03256966666666666	0.26779699999999995	0.0	0.0	0.0
FGF10	0.391585	0.608309	0.698004	0.0	0.0	0.0	PF00167	0	-0.058362666666666674	-0.012243666666666653	0.08071533333333336	0.0	0.0	0.0
FGF12	0.512627	0.643507	0.585707	0.0	0.0	0.0	PF00167	0	0.06267933333333336	0.02295433333333341	-0.03158166666666662	0.0	0.0	0.0
FGF13	0.37067	0.549744	0.712534	0.0	0.0	0.0	PF00167	0	-0.07927766666666669	-0.07080866666666663	0.0952453333333334	0.0	0.0	0.0
FGF14	0.451289	0.610158	0.65552	0.0	0.0	0.0	PF00167	0	0.0013413333333333055	-0.010394666666666663	0.038231333333333395	0.0	0.0	0.0
FGF3	0.605504	0.664404	0.388423	0.0	0.0	0.0	PF00167	0	0.15555633333333335	0.04385133333333335	-0.22886566666666658	0.0	0.0	0.0
FGF9	0.368011	0.647194	0.663544	0.0	0.0	0.0	PF00167	0	-0.08193666666666671	0.026641333333333406	0.046255333333333426	0.0	0.0	0.0
FGFR1	0.570869	0.664909	0.595364	0.0	0.0	0.0	PF07679	0	0.03202349999999998	0.016907999999999923	0.04624316666666661	0.0	0.0	0.0
FGFR2	0.542473	0.698922	0.594926	0.0	0.0	0.0	PF07679	0	0.0036275000000000057	0.050920999999999994	0.045805166666666564	0.0	0.0	0.0
FGFR3	0.748607	0.804773	0.307147	0.0	0.0	0.0	PF21165	1	0.0	0.0	0.0	1.0	1.0	1.0
FGG	0.653157	0.65547	0.230221	0.0	0.0	0.0	PF08702	0	0.09521099999999993	0.0547185	-0.08934399999999998	0.0	0.0	0.0
FH	0.750285	0.672788	0.401121	0.0	0.0	0.0	PF10415	1	0.0	0.0	0.0	1.0	1.0	1.0
FHL1	0.424829	0.438801	0.701738	0.0	0.0	0.0	PF00412	0	-0.20521599999999995	-0.2029076666666666	0.246448	0.0	0.0	0.0
FIG4	0.455189	0.419412	0.487665	0.0	0.0	0.0	PF02383	1	0.0	0.0	0.0	1.0	1.0	1.0
FKBP14	0.64855	0.626041	0.33486899999999997	0.0	0.0	0.0	PF00254	1	0.0	0.0	0.0	1.0	1.0	1.0
FKBP15	0.658775	0.564268	0.336527	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
FKRP	0.485253	0.555795	0.339726	0.0	0.0	0.0	PF22921	1	0.0	0.0	0.0	1.0	1.0	1.0
FKTN	0.573292	0.392978	0.32783	0.0	0.0	0.0	PF19737	1	0.0	0.0	0.0	1.0	1.0	1.0
FLAD1	0.675808	0.574012	0.348296	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
FLCN	0.331751	0.443141	0.65994	0.0	0.0	0.0	PF11704	1	0.0	0.0	0.0	1.0	1.0	1.0
FLNA	0.316907	0.582095	0.734398	0.0	0.0	0.0	PF00307	0	-0.27789749999999996	-0.1358688749999999	0.27384487500000004	0.0	0.0	0.0
FLNB	0.731022	0.750108	0.295379	0.0	0.0	0.0	PF00307	0	0.1362175	0.03214412500000008	-0.16517412499999995	0.0	0.0	0.0
FLNC	0.491556	0.598567	0.621347	0.0	0.0	0.0	PF00307	0	-0.10324849999999997	-0.11939687499999996	0.16079387500000003	0.0	0.0	0.0
FLT4	0.502995	0.671679	0.545663	0.0	0.0	0.0	PF07679	0	-0.03585050000000001	0.023677999999999977	-0.003457833333333382	0.0	0.0	0.0
FLVCR1	0.702529	0.772007	0.236254	0.0	0.0	0.0	PF07690	0	-0.01185124999999998	0.08039025000000011	-0.03265362499999988	0.0	0.0	0.0
FLVCR2	0.779865	0.812234	0.201756	0.0	0.0	0.0	PF07690	0	0.06548475000000009	0.12061725000000012	-0.06715162499999988	0.0	0.0	0.0
FMN2	0.37863	0.502778	0.67915	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
FMO3	0.68986	0.672277	0.300538	0.0	0.0	0.0	PF00743	1	0.0	0.0	0.0	1.0	1.0	1.0
FMR1	0.504206	0.493869	0.657563	0.0	0.0	0.0	PF05641	1	0.0	0.0	0.0	1.0	1.0	1.0
FOLR1	0.606998	0.599747	0.249502	0.0	0.0	0.0	PF03024	1	0.0	0.0	0.0	1.0	1.0	1.0
FOXC1	0.412274	0.322267	0.831142	0.0	0.0	0.0	PF00250	0	-0.03579345454545463	-0.0615507272727272	0.07390063636363631	0.0	0.0	0.0
FOXC2	0.63651	0.439656	0.602439	0.0	0.0	0.0	PF00250	0	0.18844254545454542	0.055838272727272764	-0.1548023636363638	0.0	0.0	0.0
FOXE1	0.51397	0.372833	0.704914	0.0	0.0	0.0	PF00250	0	0.06590254545454544	-0.010984727272727202	-0.0523273636363637	0.0	0.0	0.0
FOXE3	0.599354	0.651493	0.515367	0.0	0.0	0.0	PF00250	0	0.15128654545454545	0.26767527272727276	-0.24187436363636372	0.0	0.0	0.0
FOXF1	0.400997	0.253584	0.843257	0.0	0.0	0.0	PF00250	0	-0.04707045454545461	-0.13023372727272725	0.0860156363636363	0.0	0.0	0.0
FOXG1	0.258571	0.23548	0.920003	0.0	0.0	0.0	PF00250	0	-0.1894964545454546	-0.14833772727272723	0.16276163636363628	0.0	0.0	0.0
FOXJ1	0.416324	0.47911	0.692522	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
FOXL2	0.465389	0.40342	0.791521	0.0	0.0	0.0	PF00250	0	0.017321545454545395	0.019602272727272774	0.03427963636363629	0.0	0.0	0.0
FOXN1	0.442983	0.422922	0.714871	0.0	0.0	0.0	PF00250	0	-0.005084454545454586	0.03910427272727279	-0.042370363636363706	0.0	0.0	0.0
FOXP1	0.447044	0.388998	0.767188	0.0	0.0	0.0	PF00250	0	-0.0010234545454546051	0.005180272727272783	0.009946636363636241	0.0	0.0	0.0
FOXP2	0.367529	0.397378	0.818647	0.0	0.0	0.0	PF00250	0	-0.08053845454545461	0.013560272727272782	0.06140563636363627	0.0	0.0	0.0
FOXP3	0.384121	0.333964	0.820306	0.0	0.0	0.0	PF00250	0	-0.06394645454545461	-0.049853727272727244	0.06306463636363624	0.0	0.0	0.0
FOXRED1	0.656087	0.508009	0.383237	0.0	0.0	0.0	PF01266	0	0.009881999999999946	-0.08043466666666665	-0.01839200000000002	0.0	0.0	0.0
FRAS1	0.693969	0.526232	0.321453	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
FREM1	0.582825	0.523941	0.466139	0.0	0.0	0.0	PF16184	1	0.0	0.0	0.0	1.0	1.0	1.0
FREM2	0.659029	0.53809	0.352274	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
FRMD7	0.620407	0.6334	0.514974	0.0	0.0	0.0	PF08736	1	0.0	0.0	0.0	1.0	1.0	1.0
FRMPD4	0.275174	0.485454	0.793393	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
FRRS1L	0.656319	0.475932	0.306419	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
FSHB	0.5571	0.576125	0.305927	0.0	0.0	0.0	PF00007	0	0.026308333333333378	0.08788633333333329	-0.09000833333333336	0.0	0.0	0.0
FTCD	0.620473	0.478824	0.352218	0.0	0.0	0.0	PF02971	1	0.0	0.0	0.0	1.0	1.0	1.0
FTL	0.708905	0.624864	0.288233	0.0	0.0	0.0	PF00210	1	0.0	0.0	0.0	1.0	1.0	1.0
FTO	0.479671	0.368643	0.351673	0.0	0.0	0.0	PF12934	1	0.0	0.0	0.0	1.0	1.0	1.0
FTSJ1	0.323423	0.327812	0.690767	0.0	0.0	0.0	PF01728	1	0.0	0.0	0.0	1.0	1.0	1.0
FUCA1	0.625529	0.628267	0.262224	0.0	0.0	0.0	PF01120	1	0.0	0.0	0.0	1.0	1.0	1.0
FUS	0.457315	0.327517	0.791771	0.0	0.0	0.0	PF00076	0	-0.008396499999999973	-0.08377383333333333	0.13092733333333328	0.0	0.0	0.0
FUT8	0.59219	0.495189	0.339869	0.0	0.0	0.0	PF19745	1	0.0	0.0	0.0	1.0	1.0	1.0
FXN	0.647266	0.446324	0.381106	0.0	0.0	0.0	PF01491	1	0.0	0.0	0.0	1.0	1.0	1.0
FXYD2	0.884109	0.738691	0.224344	0.0	0.0	0.0	PF02038	1	0.0	0.0	0.0	1.0	1.0	1.0
FYCO1	0.565868	0.506618	0.349807	0.0	0.0	0.0	PF01363	0	0.07895633333333335	0.015225666666666637	-0.1418790000000001	0.0	0.0	0.0
FZD4	0.51383	0.712692	0.437031	0.0	0.0	0.0	PF01534	0	-0.08090700000000006	-0.0157775	0.04114774999999998	0.0	0.0	0.0
FZD5	0.506914	0.681799	0.503229	0.0	0.0	0.0	PF01534	0	-0.0878230000000001	-0.04667049999999995	0.10734575000000002	0.0	0.0	0.0
FZD6	0.693322	0.749136	0.322731	0.0	0.0	0.0	PF01534	0	0.09858499999999992	0.020666500000000032	-0.07315225000000003	0.0	0.0	0.0
G6PC1	0.741907	0.685456	0.248901	0.0	0.0	0.0	PF01569	1	0.0	0.0	0.0	1.0	1.0	1.0
GAA	0.578842	0.647496	0.297643	0.0	0.0	0.0	PF13802	0	0.016892000000000018	0.047195999999999905	-0.036482000000000014	0.0	0.0	0.0
GABBR2	0.457728	0.63096	0.642367	0.0	0.0	0.0	PF00003	0	-0.13563000000000003	-0.06661119999999998	0.19769840000000005	0.0	0.0	0.0
GABRA1	0.622153	0.722403	0.496323	0.0	0.0	0.0	PF02931	0	-0.1432580000000001	-0.07751949999999985	0.21426459999999997	0.0	0.0	0.0
GABRA5	0.69278	0.753487	0.441512	0.0	0.0	0.0	PF02931	0	-0.07263100000000011	-0.04643549999999985	0.15945359999999997	0.0	0.0	0.0
GABRG2	0.710186	0.728895	0.420176	0.0	0.0	0.0	PF02931	0	-0.05522500000000008	-0.07102749999999991	0.13811759999999995	0.0	0.0	0.0
GAD1	0.690868	0.640383	0.372576	0.0	0.0	0.0	PF00282	0	-0.04226866666666673	0.009929333333333346	0.06185666666666667	0.0	0.0	0.0
GALC	0.573314	0.563647	0.316584	0.0	0.0	0.0	PF02057	1	0.0	0.0	0.0	1.0	1.0	1.0
GALE	0.69425	0.462031	0.382326	0.0	0.0	0.0	PF16363	0	0.006691500000000072	0.011517500000000014	0.006964000000000026	0.0	0.0	0.0
GALK1	0.673216	0.574585	0.283694	0.0	0.0	0.0	PF10509	1	0.0	0.0	0.0	1.0	1.0	1.0
GALM	0.563838	0.480504	0.425746	0.0	0.0	0.0	PF01263	1	0.0	0.0	0.0	1.0	1.0	1.0
GALNS	0.656751	0.6109	0.267126	0.0	0.0	0.0	PF00884	0	0.017174333333333403	0.04150816666666668	-0.09324949999999999	0.0	0.0	0.0
GALNT2	0.641269	0.61398	0.331055	0.0	0.0	0.0	PF00535	0	-0.045831000000000066	-0.038966666666666705	0.031557	0.0	0.0	0.0
GALNT3	0.692364	0.697922	0.262043	0.0	0.0	0.0	PF00535	0	0.005263999999999935	0.04497533333333337	-0.03745499999999996	0.0	0.0	0.0
GALT	0.623392	0.426962	0.353725	0.0	0.0	0.0	PF02744	1	0.0	0.0	0.0	1.0	1.0	1.0
GAMT	0.710807	0.549309	0.20347	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GAN	0.666603	0.675348	0.290951	0.0	0.0	0.0	PF07707	0	-0.04664199999999996	-0.024407999999999985	0.021528500000000006	0.0	0.0	0.0
GAS2L2	0.773317	0.769812	0.253414	0.0	0.0	0.0	PF00307	0	0.17851250000000007	0.051848125000000134	-0.20713912499999998	0.0	0.0	0.0
GATA2	0.343105	0.187413	0.93153	0.0	0.0	0.0	PF00320	0	-0.02173799999999998	-0.03075739999999999	0.037278799999999945	0.0	0.0	0.0
GATA3	0.457981	0.226168	0.894922	0.0	0.0	0.0	PF00320	0	0.09313800000000005	0.007997600000000021	0.0006707999999999714	0.0	0.0	0.0
GATA4	0.529405	0.247837	0.828071	0.0	0.0	0.0	PF00320	0	0.16456200000000004	0.029666600000000015	-0.06618020000000002	0.0	0.0	0.0
GATA6	0.270065	0.255293	0.925788	0.0	0.0	0.0	PF00320	0	-0.09477799999999997	0.037122600000000006	0.03153680000000003	0.0	0.0	0.0
GATAD2B	0.223659	0.174141	0.890945	0.0	0.0	0.0	PF00320	0	-0.14118399999999998	-0.044029399999999996	-0.003306200000000037	0.0	0.0	0.0
GATM	0.6308	0.478125	0.367817	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GBA	0.622559	0.560552	0.372742	1.0	1.0	1.0	PF02055	0	-0.008417000000000008	0.043611500000000025	0.03403449999999997	0.0	0.0	0.0
GBA1	0.639393	0.473329	0.304673	0.0	0.0	0.0	PF02055	0	0.008417000000000008	-0.043611500000000025	-0.03403450000000002	0.0	0.0	0.0
GBA2	0.490296	0.486562	0.412387	0.0	0.0	0.0	PF04685	1	0.0	0.0	0.0	1.0	1.0	1.0
GBE1	0.674995	0.554835	0.27709	0.0	0.0	0.0	PF00128	1	0.0	0.0	0.0	1.0	1.0	1.0
GCDH	0.760993	0.712608	0.291684	0.0	0.0	0.0	PF00441	0	0.01889149999999995	0.008735666666666697	-0.024256333333333324	0.0	0.0	0.0
GCNT2	0.638083	0.697882	0.21901	0.0	0.0	0.0	PF02485	0	0.17669466666666667	0.15310400000000002	-0.26770566666666673	0.0	0.0	0.0
GCSH	0.624065	0.509484	0.329957	0.0	0.0	0.0	PF01597	1	0.0	0.0	0.0	1.0	1.0	1.0
GDF1	0.503352	0.444975	0.457078	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GDF5	0.464563	0.274246	0.636007	0.0	0.0	0.0	PF00019	0	0.0740516	0.026956200000000013	-0.02711219999999992	0.0	0.0	0.0
GEMIN5	0.581036	0.539504	0.372431	0.0	0.0	0.0	PF23770	1	0.0	0.0	0.0	1.0	1.0	1.0
GFAP	0.957328	0.873172	0.144475	0.0	0.0	0.0	PF00038	0	0.04588211764705885	-0.015851882352941327	-0.09436570588235296	0.0	0.0	0.0
GFER	0.673468	0.579762	0.316085	0.0	0.0	0.0	PF04777	1	0.0	0.0	0.0	1.0	1.0	1.0
GFI1	0.684132	0.50774	0.641415	0.0	0.0	0.0	PF00096	0	0.2980278666666666	0.23873566666666668	-0.16421313333333354	0.0	0.0	0.0
GFM1	0.735932	0.707068	0.291545	0.0	0.0	0.0	PF00679	0	0.12152333333333332	0.09055533333333332	-0.11692199999999997	0.0	0.0	0.0
GFPT1	0.412949	0.482519	0.648877	0.0	0.0	0.0	PF13522	1	0.0	0.0	0.0	1.0	1.0	1.0
GGCX	0.584371	0.669789	0.318183	0.0	0.0	0.0	PF05090	1	0.0	0.0	0.0	1.0	1.0	1.0
GHR	0.769108	0.722793	0.29321	0.0	0.0	0.0	PF09067	0	0.023620499999999933	-0.014444000000000012	-0.01599999999999996	0.0	0.0	0.0
GHRHR	0.840132	0.83626	0.17704	0.0	0.0	0.0	PF00002	0	0.08734249999999999	0.107271	-0.11207999999999999	0.0	0.0	0.0
GINS1	0.564356	0.315614	0.34896	0.0	0.0	0.0	PF24997	1	0.0	0.0	0.0	1.0	1.0	1.0
GJA1	0.770875	0.823397	0.32365	0.0	0.0	0.0	PF00029	0	0.029921499999999934	0.032062499999999994	0.003167000000000031	0.0	0.0	0.0
GJB2	0.711032	0.759272	0.317316	0.0	0.0	0.0	PF00029	0	-0.029921500000000045	-0.032062500000000105	-0.0031669999999999754	0.0	0.0	0.0
GK	0.452764	0.589061	0.588332	0.0	0.0	0.0	PF02782	1	0.0	0.0	0.0	1.0	1.0	1.0
GLA	0.265902	0.424678	0.622453	0.0	0.0	0.0	PF16499	0	-0.12406650000000002	-0.07978699999999994	0.1405595	0.0	0.0	0.0
GLB1	0.671072	0.595557	0.224691	0.0	0.0	0.0	PF21317	1	0.0	0.0	0.0	1.0	1.0	1.0
GLDC	0.514604	0.43802	0.537059	0.0	0.0	0.0	PF01212	1	0.0	0.0	0.0	1.0	1.0	1.0
GLDN	0.615761	0.50593	0.4923	0.0	0.0	0.0	PF01391	0	-0.1246601111111112	-0.13039	0.14106922222222218	0.0	0.0	0.0
GLE1	0.607147	0.655699	0.325562	0.0	0.0	0.0	PF07817	1	0.0	0.0	0.0	1.0	1.0	1.0
GLI2	0.394429	0.239158	0.811015	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GLI3	0.379445	0.206952	0.830556	0.0	0.0	0.0	PF00096	0	-0.0066591333333334	-0.06205233333333329	0.024927866666666465	0.0	0.0	0.0
GLIS2	0.473344	0.391601	0.778945	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GLIS3	0.714322	0.377682	0.561313	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GLMN	0.609218	0.500282	0.273504	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GLRA1	0.831693	0.817558	0.196406	0.0	0.0	0.0	PF02931	0	0.06628199999999995	0.017635500000000137	-0.08565240000000005	0.0	0.0	0.0
GLRB	0.817673	0.808686	0.226699	0.0	0.0	0.0	PF02931	0	0.05226199999999992	0.008763500000000146	-0.05535940000000003	0.0	0.0	0.0
GLRX5	0.533138	0.630167	0.515039	0.0	0.0	0.0	PF00462	0	-0.055856999999999934	-0.010467499999999963	0.020646000000000053	0.0	0.0	0.0
GLUD1	0.647951	0.570144	0.359119	0.0	0.0	0.0	PF00208	1	0.0	0.0	0.0	1.0	1.0	1.0
GLUL	0.37342	0.353243	0.662247	0.0	0.0	0.0	PF00120	1	0.0	0.0	0.0	1.0	1.0	1.0
GM2A	0.682289	0.457073	0.254223	0.0	0.0	0.0	PF02221	0	0.012802499999999939	-0.002645500000000023	-0.02954000000000001	0.0	0.0	0.0
GMNN	0.735909	0.269796	0.354454	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GMPPA	0.551149	0.509632	0.358258	0.0	0.0	0.0	PF25087	1	0.0	0.0	0.0	1.0	1.0	1.0
GNA11	0.420557	0.636739	0.518208	0.0	0.0	0.0	PF00503	0	-0.1431291666666667	-0.07916999999999996	0.12590799999999996	0.0	0.0	0.0
GNA14	0.678971	0.752044	0.268062	0.0	0.0	0.0	PF00503	0	0.11528483333333328	0.03613500000000003	-0.12423800000000002	0.0	0.0	0.0
GNAO1	0.477051	0.65821	0.525583	0.0	0.0	0.0	PF00503	0	-0.08663516666666671	-0.057699000000000056	0.13328299999999998	0.0	0.0	0.0
GNAQ	0.411786	0.703765	0.565443	0.0	0.0	0.0	PF00503	0	-0.15190016666666672	-0.012144000000000044	0.173143	0.0	0.0	0.0
GNAS	0.339228	0.680117	0.56521	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GNAT1	0.649151	0.745776	0.290354	0.0	0.0	0.0	PF00503	0	0.08546483333333332	0.029866999999999977	-0.10194600000000004	0.0	0.0	0.0
GNAT2	0.744601	0.79892	0.18615	0.0	0.0	0.0	PF00503	0	0.18091483333333325	0.08301099999999995	-0.20615000000000003	0.0	0.0	0.0
GNB1	0.34585	0.416947	0.866168	0.0	0.0	0.0	PF25391	0	-0.21889633333333336	-0.08594099999999999	0.2792976666666668	0.0	0.0	0.0
GNB3	0.628579	0.522079	0.482419	0.0	0.0	0.0	PF25391	0	0.06383266666666665	0.019190999999999958	-0.10445133333333328	0.0	0.0	0.0
GNB5	0.71981	0.569638	0.412024	0.0	0.0	0.0	PF25391	0	0.1550636666666666	0.06674999999999998	-0.17484633333333327	0.0	0.0	0.0
GNMT	0.646238	0.524935	0.275977	0.0	0.0	0.0	PF13649	1	0.0	0.0	0.0	1.0	1.0	1.0
GNPAT	0.531304	0.418816	0.344618	0.0	0.0	0.0	PF01553	0	-0.04294699999999996	-0.09301466666666663	-0.04011433333333331	0.0	0.0	0.0
GNPTAB	0.589536	0.442939	0.371905	0.0	0.0	0.0	PF06464	1	0.0	0.0	0.0	1.0	1.0	1.0
GNPTG	0.643838	0.49035	0.295605	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GNRHR	0.80636	0.774141	0.196616	0.0	0.0	0.0	PF00001	0	0.09123075000000003	0.022196249999999917	-0.12304300000000001	0.0	0.0	0.0
GNS	0.690942	0.589836	0.316621	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GORAB	0.796205	0.745039	0.273112	0.0	0.0	0.0	PF04949	1	0.0	0.0	0.0	1.0	1.0	1.0
GOT2	0.739526	0.48036	0.312757	0.0	0.0	0.0	PF00155	0	0.008898333333333452	-0.029551333333333263	0.018997333333333366	0.0	0.0	0.0
GP1BB	0.645244	0.800277	0.358949	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GPAA1	0.695122	0.67906	0.275638	0.0	0.0	0.0	PF04114	1	0.0	0.0	0.0	1.0	1.0	1.0
GPC3	0.394572	0.439105	0.579052	0.0	0.0	0.0	PF01153	0	-0.12405700000000003	-0.09375300000000003	0.1498835	0.0	0.0	0.0
GPC4	0.468172	0.462376	0.482608	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GPC6	0.642686	0.626611	0.279285	0.0	0.0	0.0	PF01153	0	0.12405699999999997	0.09375299999999998	-0.1498835	0.0	0.0	0.0
GPD1	0.77165	0.710198	0.196154	0.0	0.0	0.0	PF07479	1	0.0	0.0	0.0	1.0	1.0	1.0
GPHN	0.337331	0.424413	0.793632	0.0	0.0	0.0	PF00994	1	0.0	0.0	0.0	1.0	1.0	1.0
GPI	0.662472	0.630053	0.252153	0.0	0.0	0.0	PF00342	1	0.0	0.0	0.0	1.0	1.0	1.0
GPIHBP1	0.614826	0.358071	0.281296	0.0	0.0	0.0	PF00087	1	0.0	0.0	0.0	1.0	1.0	1.0
GPR143	0.482674	0.667995	0.52784	0.0	0.0	0.0	PF02101	1	0.0	0.0	0.0	1.0	1.0	1.0
GPR179	0.63692	0.680332	0.299265	0.0	0.0	0.0	PF00003	0	0.04356199999999999	-0.0172391999999999	-0.14540359999999997	0.0	0.0	0.0
GPSM2	0.742808	0.719563	0.309865	0.0	0.0	0.0	PF02188	1	0.0	0.0	0.0	1.0	1.0	1.0
GPT2	0.69363	0.4557	0.321844	0.0	0.0	0.0	PF00155	0	-0.036997666666666595	-0.05421133333333328	0.028084333333333378	0.0	0.0	0.0
GPX4	0.764241	0.647502	0.259643	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GREB1L	0.207068	0.271054	0.790057	0.0	0.0	0.0	PF20692	1	0.0	0.0	0.0	1.0	1.0	1.0
GRHL3	0.350883	0.309802	0.776172	0.0	0.0	0.0	PF04516	1	0.0	0.0	0.0	1.0	1.0	1.0
GRHPR	0.677794	0.615842	0.332234	0.0	0.0	0.0	PF00389	0	0.010724500000000026	0.07446649999999999	-0.012807500000000027	0.0	0.0	0.0
GRIA2	0.533367	0.673169	0.585216	0.0	0.0	0.0	PF01094	0	-0.020548699999999975	-0.008199900000000038	0.044383699999999915	0.0	0.0	0.0
GRIA3	0.489323	0.573437	0.630018	0.0	0.0	0.0	PF01094	0	-0.0645927	-0.10793190000000008	0.08918569999999992	0.0	0.0	0.0
GRID2	0.472573	0.667349	0.572316	0.0	0.0	0.0	PF01094	0	-0.08134269999999999	-0.014019900000000085	0.0314837	0.0	0.0	0.0
GRIK2	0.570417	0.69549	0.528769	0.0	0.0	0.0	PF01094	0	0.01650129999999994	0.014121099999999998	-0.012063299999999999	0.0	0.0	0.0
GRIN1	0.529775	0.657115	0.578271	0.0	0.0	0.0	PF01094	0	-0.024140700000000015	-0.02425390000000005	0.037438699999999936	0.0	0.0	0.0
GRIN2A	0.545026	0.632698	0.61562	0.0	0.0	0.0	PF01094	0	-0.0088897	-0.04867090000000007	0.0747876999999999	0.0	0.0	0.0
GRIN2B	0.418232	0.584059	0.739299	0.0	0.0	0.0	PF01094	0	-0.13568370000000002	-0.09730990000000006	0.1984667	0.0	0.0	0.0
GRIN2D	0.487415	0.674878	0.660303	0.0	0.0	0.0	PF01094	0	-0.06650070000000002	-0.006490900000000077	0.11947069999999993	0.0	0.0	0.0
GRIP1	0.579144	0.650508	0.566078	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GRK1	0.63594	0.740332	0.272239	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GRM1	0.726522	0.787089	0.344509	0.0	0.0	0.0	PF00003	0	0.13316399999999995	0.08951780000000009	-0.10015959999999996	0.0	0.0	0.0
GRM6	0.673965	0.787629	0.346898	0.0	0.0	0.0	PF00003	0	0.08060699999999998	0.09005780000000008	-0.09777059999999999	0.0	0.0	0.0
GRM7	0.471655	0.601846	0.590304	0.0	0.0	0.0	PF00003	0	-0.12170300000000006	-0.09572519999999995	0.14563540000000008	0.0	0.0	0.0
GRN	0.612054	0.499036	0.335562	0.0	0.0	0.0	PF00396	1	0.0	0.0	0.0	1.0	1.0	1.0
GRXCR1	0.644852	0.651102	0.473747	0.0	0.0	0.0	PF00462	0	0.055857000000000046	0.010467499999999963	-0.020645999999999998	0.0	0.0	0.0
GSDME	0.581928	0.547054	0.287763	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
GSR	0.690308	0.723035	0.365077	0.0	0.0	0.0	PF07992	0	-0.015876	0.05499200000000004	0.0448446666666667	0.0	0.0	0.0
GSS	0.559177	0.612457	0.197904	0.0	0.0	0.0	PF03917	1	0.0	0.0	0.0	1.0	1.0	1.0
GTF2E2	0.643287	0.366683	0.466138	0.0	0.0	0.0	PF18121	1	0.0	0.0	0.0	1.0	1.0	1.0
